# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC103487848,893,1057,1110,990,940,1235,704,844
LOC103487850,5255,5181,5461,5944,5867,6226,3522,7996
LOC103487847,3477,3303,4119,4031,3789,3510,2757,3593
LOC103487845,91,141,262,161,192,90,118,61
LOC103487846,181,198,216,192,233,172,147,159
LOC103488537,3871,1933,2209,2040,2278,2463,5686,2580
LOC103487844,6774,7582,8954,7237,8053,7269,5905,6560
LOC103487843,2,13,28,14,7,10,20,0
LOC103487842,348,390,582,859,1092,1297,1426,2013
LOC103487841,1032,1061,1079,1200,1076,1016,1280,1079
LOC103487840,121,62,62,49,94,73,50,136
LOC103487839,71,67,56,51,103,50,76,127
LOC103487838,2281,2128,2425,2677,2433,2319,3058,4145
LOC103487836,203,167,204,148,124,110,26,62
LOC103487834,463,674,608,545,541,366,142,230
LOC103487833,959,792,1023,923,1145,1310,910,1739
LOC103487831,779,679,915,970,817,716,469,857
LOC103487830,1401,1222,1529,1279,946,738,265,593
LOC103487829,578,580,757,829,668,631,721,941
LOC103487827,916,649,825,696,636,596,739,1046
LOC103487828,146,122,139,107,174,92,89,144
LOC103487826,215,251,276,278,227,228,20,71
LOC103487825,174,84,111,170,90,70,59,147
LOC103487824,814,934,1036,913,926,718,437,502
LOC103487823,1620,1043,1349,1176,1283,1592,2665,2527
LOC103487822,434,716,729,620,525,404,220,351
LOC103487821,0,6,4,8,8,14,2,0
LOC103487820,7,2,4,0,2,9,3,0
TRNAD-GUC_9,0,0,0,0,0,0,0,0
TRNAD-GUC_10,0,0,0,0,0,0,0,0
LOC103487818,1114,1105,1711,1117,1215,1312,1227,1634
LOC103487817,34,53,33,92,37,29,21,10
LOC103487816,226,371,322,281,320,161,36,64
LOC127148750,142,174,160,139,213,208,98,284
LOC103487815,405,1034,1050,1615,1487,1343,703,362
LOC103487814,455,533,558,586,808,900,540,1308
LOC103487813,198,302,234,376,552,471,133,797
LOC103487812,113,183,228,144,80,58,66,172
LOC103487811,1680,1781,2226,1412,697,619,313,1087
LOC103487810,530,563,707,411,586,540,508,690
LOC103487809,849,693,807,793,933,913,255,393
LOC103488536,0,11,6,17,6,8,9,20
LOC103487808,5031,5151,6101,6052,1842,1618,2718,1414
LOC103487807,281,309,364,363,389,196,94,259
LOC103487805,3137,2426,3114,6909,6726,5515,6112,9994
LOC103504344,7,8,18,8,12,16,0,16
LOC103487803,7250,7927,9323,13754,12942,13558,13070,14963
LOC103487801,2188,2337,2576,2579,2133,2010,2525,2481
LOC103487800,1089,993,1184,1262,1459,1297,407,1114
LOC103487799,2670,2628,2832,4705,3432,3355,2130,3236
LOC103487798,6,8,0,6,1,2,0,0
LOC103487797,1689,1616,2098,1796,1548,1567,1157,1533
LOC103487794,2308,1634,2082,1879,1586,1597,1059,2009
LOC103487795,4355,3568,4169,3555,4810,4770,2720,5803
LOC103487796,1446,1404,1676,1437,1462,1425,1044,1437
LOC103487793,1320,1177,1372,1113,1037,893,721,799
LOC103487791,2264,3026,3355,3407,3608,3329,2799,4280
LOC103487790,8626,11635,13616,10117,2723,2319,1325,2316
LOC103487789,214,272,363,244,211,125,73,70
LOC103487788,1654,1166,1131,1432,2254,1502,233,784
LOC103487787,1809,1838,2042,2049,1738,1135,807,991
LOC103487786,769,846,881,856,617,626,319,776
LOC103487783,432,467,536,566,503,310,185,251
LOC103487785,2474,3547,3667,4696,5102,4590,4940,4058
LOC103487782,1931,1823,2169,1688,1365,1741,1532,2006
LOC103487781,26,10,44,10,14,18,34,40
LOC103487780,116,154,169,318,223,131,6,65
LOC103487779,224,296,295,315,343,209,146,421
LOC103487778,421,326,324,454,750,890,1209,2924
LOC103487776,201,105,157,90,240,169,42,141
LOC103487777,724,311,328,310,275,324,323,274
LOC103487775,1753,1548,1734,1743,2084,1605,1743,2480
LOC103487773,4205,5518,6504,5905,5730,5884,4900,5697
LOC103487772,1269,985,1295,1198,1306,915,535,741
LOC103487770,154,163,180,278,209,97,8,37
LOC103487769,397,348,476,394,496,473,376,724
LOC103487766,5191,6258,7354,5811,6376,6299,2778,5672
LOC107990719,3,8,16,6,8,21,11,3
LOC127148734,0,0,0,0,0,0,0,0
LOC103487767,355,330,403,432,466,311,274,281
LOC103487768,1012,993,1254,1234,917,819,535,564
TRNAK-CUU_2,0,0,0,0,0,0,0,0
LOC103487764,317,221,236,405,193,197,102,167
LOC103487763,3963,3854,4685,4391,4183,3265,2275,3356
LOC103487762,511,461,621,612,702,489,142,347
LOC103487761,1843,1403,1528,1685,1500,1617,2148,1703
LOC103487760,3637,3432,3942,4239,4617,4185,2749,4942
LOC103487759,825,1359,1531,1568,1309,1126,249,333
LOC103487758,1371,1469,1620,1670,1789,1672,531,1075
LOC103487755,1342,1309,1287,1278,1345,1247,915,1016
LOC103487756,2445,3497,4155,3812,3456,3073,2968,2914
LOC103487754,291,370,439,471,208,139,99,143
LOC107990723,846,591,747,650,1421,1367,1131,1936
LOC103487753,743,692,905,923,900,767,373,662
LOC103487752,357,379,482,556,558,499,536,544
LOC103487750,4043,4838,5723,4857,6820,7486,4354,7288
LOC103487749,463,485,559,455,239,255,247,402
LOC103487748,5766,5204,5870,4765,5084,4916,4783,5040
TRNAW-CCA,0,1,4,0,0,1,0,0
LOC127148504,2,1,1,0,11,0,0,0
TRNAW-CCA_1,0,0,0,1,0,0,0,0
LOC103487747,990,923,1062,1296,517,477,218,429
LOC103488534,20,4,23,25,4,24,8,25
LOC103487746,88,110,77,75,148,168,302,141
LOC103487745,728,636,656,1168,1246,1116,658,889
LOC103487744,324,333,427,404,247,288,98,118
LOC103487743,1560,967,1125,1044,999,743,312,876
LOC103488533,13,10,30,14,32,46,10,14
LOC103487741,261,262,308,257,385,373,95,226
LOC103487740,217,148,183,222,330,212,124,323
LOC103487733,3824,3694,4666,3097,3146,3483,3682,4512
LOC103487735,664,832,744,991,1080,878,198,254
LOC103487736,0,2,1,1,10,4,2,1
LOC103487737,886,823,827,1100,1365,840,269,414
LOC103487738,832,850,1116,615,247,301,329,355
LOC103487739,7358,10962,13381,10528,8682,10196,8993,9973
LOC107990709,0,2,6,0,2,1,1,0
LOC103487732,91,151,224,230,351,264,124,159
LOC103487731,67,38,36,66,365,406,284,915
LOC103487730,4909,4936,6314,4611,5435,6934,7084,5853
TRNAT-UGU,0,0,0,0,0,0,0,0
LOC127148753,8,12,8,5,4,5,26,21
LOC103487729,714,594,707,819,1038,1010,809,3161
LOC103487728,114,141,208,230,183,106,24,30
LOC103487727,1773,1641,1634,1912,1507,1533,915,1065
LOC103487725,2023,1150,1224,1489,1679,1746,2107,1365
LOC103487724,3074,3207,3414,3099,4027,3801,2725,3529
LOC103487722,105,117,150,203,207,154,100,126
LOC127148710,0,0,0,0,0,0,0,0
LOC127148506,3,1,1,1,0,2,0,0
LOC103487723,1473,1533,1845,1789,1860,1745,560,1085
LOC103487721,0,0,0,0,0,0,0,0
LOC107990717,63,69,79,40,106,94,79,147
TRNAN-GUU_6,0,0,0,0,0,0,0,0
LOC103487720,39,69,76,119,135,219,78,202
LOC103487719,704,721,754,680,895,985,1307,1024
LOC103487718,42,18,38,23,22,16,10,20
LOC103487716,242,197,257,245,333,260,173,223
LOC107990702,2,28,15,22,26,25,0,8
LOC103487715,1103,1561,1660,4563,3011,2678,3620,3121
LOC103487714,315,418,412,417,475,356,67,264
LOC103487709,280,295,265,258,248,261,179,346
LOC127148508,712,535,723,452,400,363,292,193
LOC103487713,224,233,252,204,250,213,110,230
LOC103487712,0,0,0,0,0,0,0,0
LOC103487707,153,167,169,246,236,206,165,207
LOC103487706,23591,9186,10052,12392,10928,14971,45150,32766
LOC103487705,619,681,861,950,1096,889,374,700
LOC103487704,17536,20105,24530,20350,16854,18246,21573,23850
LOC103487703,2488,3057,3541,2791,2063,1962,2719,2393
LOC127148509,2780,3040,3908,2655,2772,2880,2457,2907
LOC127148510,0,0,5,0,8,0,0,0
LOC103487701,0,0,0,2,0,0,0,0
LOC127148511,0,0,0,2,0,0,0,0
LOC127148512,279,409,404,332,202,197,74,165
LOC103487699,618,543,480,634,392,367,208,252
LOC103487697,410,465,483,465,604,316,207,411
LOC103487696,8252,8811,9942,8874,8087,8424,10112,9438
LOC103487694,147,145,217,173,196,132,12,113
LOC103487693,86,42,75,82,121,132,12,60
LOC103487692,1722,1498,1877,1564,1498,1113,570,954
LOC103487690,11933,10692,12441,11712,9619,10676,15471,19508
LOC103487691,132,130,154,102,140,151,89,134
LOC103487688,2665,2252,2710,2652,1664,1856,1238,1223
LOC103487687,9577,11182,12600,10506,9753,9753,7012,8291
LOC103487686,5792,5707,7088,3995,3824,4724,5201,11516
LOC103487684,555,568,764,643,690,559,164,432
LOC127148821,0,0,2,0,0,0,0,0
LOC127149223,10,12,8,30,12,18,147,20
LOC127149138,0,0,0,0,0,0,0,0
LOC127149198,17,6,8,5,8,14,54,19
LOC127149213,25,25,28,26,24,28,147,34
LOC127149149,0,0,0,0,0,0,0,0
LOC127149199,34,24,29,25,99,53,237,46
LOC127149220,40,55,64,83,75,66,276,92
LOC127149267,2,0,0,0,0,0,6,0
LOC127149190,27,18,27,15,32,35,100,30
LOC127149003,0,0,0,0,0,0,0,0
LOC103503444,436,409,434,444,532,432,215,466
LOC103503445,3381,3538,3880,2290,2456,3094,2078,4769
LOC103503448,0,0,0,0,0,0,0,0
LOC127149004,0,0,0,0,0,0,0,0
LOC127149005,0,2,2,2,0,0,0,0
LOC107992222,0,0,0,2,4,1,0,0
LOC103503447,863,1033,1318,1267,679,543,1015,913
LOC103503446,0,6,0,1,0,0,0,0
LOC127148812,0,0,0,0,0,0,0,0
LOC103503450,1032,932,943,1022,871,628,211,564
LOC103503451,266,298,311,397,448,362,131,306
LOC103503452,9073,9568,12088,9083,11624,13694,14345,19585
LOC103503454,3126,2214,2627,2487,3459,4215,2584,5255
LOC103503453,21,20,82,27,14,22,1,0
LOC103503997,292,396,406,607,1000,997,849,817
LOC103503455,2081,1389,1466,1929,1462,1665,861,3600
LOC103503456,9757,13978,16733,16249,16197,17435,14513,15169
LOC103503457,2070,1679,1585,1631,847,864,2916,1388
LOC103503458,132,230,217,336,225,231,154,131
LOC103503459,3375,2681,3110,3890,3091,2165,392,1051
LOC103503460,114,87,107,88,95,93,38,178
LOC103503464,43,81,38,148,112,89,0,20
LOC103503463,277,240,330,418,683,328,39,82
LOC103503461,6542,7598,8796,9366,10348,10185,6253,11930
LOC103503465,846,819,854,993,812,642,369,768
TRNAE-CUC_4,0,0,0,0,0,0,0,0
LOC103503466,13595,11874,13802,12201,12944,13658,12571,17140
LOC103503275,86,98,163,104,143,88,21,50
LOC127149006,232,200,210,290,192,80,29,67
LOC103503470,63,64,98,48,87,62,16,70
LOC103503467,295,251,281,342,321,266,78,215
LOC103503472,303,308,440,338,620,676,575,1403
LOC103503475,13051,11175,13495,10747,12008,14504,11640,19385
LOC103503473,2278,2110,2297,2312,3128,2619,680,1790
LOC103503476,603,501,517,643,911,603,338,749
LOC103503477,31,39,29,39,34,39,47,74
LOC103503478,39441,12969,15370,15724,34623,43254,29206,36169
LOC127149007,4,4,0,0,10,2,0,2
LOC103503480,135,114,97,95,86,52,70,106
TRNAW-CCA_2,0,0,0,2,0,0,0,0
LOC103503479,639,635,697,597,760,526,324,708
LOC103503481,1294,1439,1857,1322,1157,965,283,883
LOC103503482,1627,1862,2043,2097,2323,1566,400,730
LOC103503484,2615,2815,3064,2704,2263,2120,1976,2393
LOC103503485,1561,1818,2077,1687,1865,2150,1243,1782
TRNAE-CUC_5,0,0,0,0,0,0,0,0
LOC103503486,99,134,175,162,161,133,18,48
LOC103503487,3193,3602,4351,4259,4031,3653,2522,4154
LOC103503488,3678,3160,3827,3692,3816,3432,1377,2773
LOC103503490,957,1113,1322,877,1171,1548,1204,1243
LOC103503494,1678,1483,1753,1875,1655,1182,495,930
LOC127149008,2,0,2,1,4,4,0,0
LOC103504340,1585,1613,1818,1359,1130,1289,951,2513
LOC103503495,705,683,685,821,614,572,566,813
LOC103504000,6,6,12,10,10,0,8,6
LOC103503496,830,712,830,885,1044,718,283,656
LOC103503497,5,8,3,2,4,14,8,0
LOC103503498,90,78,121,95,106,73,57,61
LOC103503499,673,863,982,738,590,701,429,792
LOC103503500,4719,4731,5862,4550,4589,5073,2132,4908
LOC127149271,34,28,53,42,85,89,175,123
LOC103503502,101,144,180,172,147,161,86,38
LOC103503501,4116,2028,2427,2698,9637,8401,3443,5353
LOC103503503,1649,1712,1987,1890,1831,1722,1453,1200
LOC103503504,0,0,0,0,0,0,0,0
LOC103503505,499,386,534,440,533,352,141,252
LOC103503507,256,303,316,270,254,158,90,294
LOC103503508,5307,4627,5512,4769,5292,5183,6680,8309
LOC103503509,985,738,972,929,898,919,370,646
LOC103503510,790,733,711,992,962,837,359,869
LOC103503511,1927,1767,2301,3514,3833,3445,2777,5258
LOC127149009,68,33,43,65,76,58,35,56
LOC103504001,361,516,604,598,753,721,551,781
LOC103503512,784,491,638,696,1166,1194,1140,2011
LOC103503513,27,2,4,27,21,15,0,23
LOC103504002,254,285,401,154,101,88,41,181
LOC103503516,30,20,12,17,21,16,6,14
LOC103503517,8898,5982,6830,5479,5632,6475,6848,5314
LOC103503518,128,175,196,174,118,117,24,132
LOC127149150,0,0,0,0,0,0,0,0
LOC103503519,673,619,738,739,729,699,404,764
LOC103503520,2249,3328,3542,4017,4695,3731,947,3821
TRNAA-CGC,0,0,0,0,0,0,0,0
LOC103503522,1368,1525,1642,1681,2150,1731,548,1579
TRNAC-GCA,0,0,0,0,0,0,0,0
LOC103504003,0,0,0,0,0,0,0,0
LOC103503524,831,338,428,433,268,274,173,382
LOC103503523,102,78,130,135,115,113,62,167
LOC103503526,217,164,222,239,251,262,125,249
LOC103503527,1910,1884,2129,1878,2345,2455,601,1970
LOC103503532,4491,4603,5464,5004,4336,4272,2309,4150
LOC103503530,2,2,6,0,0,0,0,2
LOC103503528,1330,1500,1837,1843,1478,1442,1126,1412
LOC103503534,0,0,0,0,0,0,0,0
LOC103503535,3611,2692,3199,3048,2586,3050,3220,5089
LOC103503536,480,388,559,399,277,325,222,303
LOC103503537,22,8,83,46,25,35,22,2
LOC103503538,1317,1422,1611,1493,1467,1481,2790,1939
LOC103503539,96,167,155,124,145,108,35,104
LOC103503540,51,79,88,100,66,38,86,74
LOC103503541,45,19,30,20,10,12,2,10
LOC103503542,248,295,329,205,200,248,79,208
LOC103503544,259,163,214,245,414,514,489,844
LOC103503545,887,791,953,879,991,868,449,676
LOC103503546,53,8,11,3,6,12,25,63
LOC103503547,4576,3799,4834,4233,4445,5001,3371,5635
LOC103503548,566,546,630,489,380,405,321,460
LOC127149010,0,0,0,7,0,0,0,0
LOC103504004,0,0,0,0,0,0,0,0
LOC103503549,8204,6203,7982,6506,3473,4685,4860,9881
LOC103503550,2549,2961,3439,3382,3799,3026,600,1734
LOC103503551,305,472,662,342,432,433,360,2027
LOC103503554,263,221,241,427,453,272,157,349
LOC103503552,105,113,123,229,101,74,8,14
LOC103503555,86,61,75,122,184,170,160,264
LOC103503556,1513,1463,1697,1422,1401,1279,1122,1772
LOC103503558,1110,1256,1392,1075,1171,1581,1585,1856
LOC103503559,97,65,48,109,38,45,8,10
LOC103503560,4169,3922,4864,6108,4739,4667,6553,9875
LOC103503561,3562,2462,2957,6028,3929,4256,11525,11870
LOC103503563,953,605,738,995,597,792,1059,790
LOC103503564,28,27,20,22,24,0,14,0
LOC103503565,1459,1249,1560,1292,1504,1279,921,1168
LOC103503566,706,673,737,669,744,669,245,787
LOC103503567,872,746,784,731,805,767,524,1300
LOC103503568,67,77,71,121,80,70,16,30
LOC103503569,0,0,0,0,0,0,0,0
LOC103503570,244,347,348,363,373,188,42,99
LOC103503571,340,422,368,296,409,340,56,123
LOC103503572,6919,6283,7184,7385,6952,6339,5094,8875
LOC103503573,587,619,731,724,685,620,313,851
LOC103503574,607,527,600,981,1412,1157,461,820
LOC103503575,2612,2266,2468,2419,3713,4056,4331,6442
LOC103503577,345,290,396,382,243,279,211,434
LOC103503578,929,841,1078,1122,994,846,314,565
LOC103503579,3835,3512,4239,3961,4261,4051,2028,3427
LOC103503580,1442,1318,1365,1377,1535,1542,925,1564
LOC103503581,1273,1156,1391,1414,1030,746,706,769
LOC103503582,38,35,47,53,57,56,0,24
LOC107992219,459,490,743,657,500,531,185,499
LOC103503583,84,162,143,166,155,112,12,93
LOC103503584,12,6,13,0,13,0,2,9
LOC103503585,1229,1103,1246,1282,1409,1162,618,1331
TRNAN-GUU_7,0,0,0,0,0,0,0,0
LOC103503586,42,47,66,62,82,53,38,50
LOC103503587,0,2,0,0,0,0,0,0
LOC127149012,0,0,6,0,0,0,0,0
LOC103503590,28,7,16,14,28,49,0,8
LOC103503591,3818,4785,6140,4262,4455,4984,4282,5916
LOC103503592,614,629,704,781,748,710,593,979
LOC103503594,960,1150,1319,1675,1984,1599,1462,3750
LOC103503593,965,721,917,672,872,848,554,1162
LOC127149013,0,0,0,1,0,5,0,0
LOC103503595,441,361,465,462,445,461,125,281
LOC103503597,0,4,10,0,0,4,2,0
LOC103503598,248,303,400,373,420,333,155,374
LOC103503599,107,89,100,152,168,84,27,87
LOC103504006,7,16,16,27,9,55,9,24
LOC103503600,0,0,6,0,6,8,0,0
LOC103503601,26,21,52,9,18,56,12,69
LOC103503602,389,344,455,485,514,372,191,297
LOC103503603,1522,1649,1801,1200,1577,1811,1785,2728
LOC103503604,84,81,141,55,87,71,24,22
LOC103503605,1500,1522,1449,1635,1724,1693,869,1673
LOC103503606,3468,3152,3449,2884,2896,2342,602,1878
LOC103503607,2902,2067,2539,2915,3088,2839,1651,3852
LOC103503608,544,579,722,772,712,462,172,484
LOC103503609,359,504,625,535,563,450,168,308
LOC103503610,2275,1663,1964,2677,1964,1892,1316,2520
LOC103503611,684,704,896,815,848,692,340,501
LOC103503614,160,217,163,231,149,187,54,77
LOC103503613,1143,1039,1318,1256,1141,856,563,653
LOC103503615,571,598,643,612,659,617,492,635
LOC103503617,785,756,1003,965,913,516,201,457
LOC103503618,1887,1683,2029,1946,1736,1793,1624,1978
LOC103503619,649,638,738,926,951,598,226,613
LOC103503620,1107,1397,1706,1225,1552,1445,1066,1169
LOC103503621,1312,1322,1848,1336,1186,1647,2156,3163
LOC103503622,873,957,1123,932,872,869,1738,1415
LOC103503624,1498,1639,1481,1550,1466,1220,678,1023
LOC103503623,731,807,797,731,1334,1234,607,1183
LOC103503625,378,181,321,232,283,217,63,200
LOC103503626,4668,4052,4872,5174,4169,4059,2262,4343
LOC103503627,3406,3271,3947,2305,2352,2248,2504,2915
LOC103503628,681,672,761,869,1070,863,481,966
LOC103503631,3184,3096,3519,3528,2934,3238,3862,4307
LOC103503632,7826,6423,7016,13755,20397,16289,10060,20039
LOC103503633,352,254,307,331,327,461,506,695
LOC103503634,614,1117,1501,323,363,286,48,527
LOC103503635,65,86,114,82,78,45,45,112
LOC107990295,1380,1265,1419,1464,1314,1236,1033,1557
LOC103503638,281,241,247,336,249,223,51,157
LOC103503637,2053,1982,2310,2088,1828,1644,512,1890
LOC103504008,48,14,42,45,68,90,117,40
LOC103503639,0,11,0,4,6,0,12,0
LOC103503641,2217,2118,2699,2228,1851,1306,661,718
LOC103503640,536,533,731,772,699,538,138,286
LOC103503642,2851,2382,2624,2751,2828,2726,774,1761
LOC103504009,0,0,0,0,0,0,0,0
LOC103503644,208,211,273,205,182,214,95,419
LOC103503645,55,47,59,22,26,17,10,35
LOC103503646,27,12,7,20,12,2,0,20
LOC103503647,1470,1256,1462,1564,1294,1259,1398,1154
LOC103503648,803,1229,1399,1261,1077,869,167,644
LOC103503650,1782,1711,2053,2320,1822,1371,1044,1539
LOC103503653,1402,1894,1988,2179,1471,1230,473,705
LOC127149015,2,10,20,3,14,2,10,0
LOC103503652,39,46,70,92,90,48,2,20
LOC103503654,202,165,146,110,152,110,133,236
LOC103503656,146,138,163,182,193,95,74,55
LOC103503655,31,53,51,98,70,89,14,36
LOC103503657,640,813,1160,762,1112,1153,526,736
LOC103503659,489,654,721,790,861,427,147,105
LOC103503660,1008,862,1144,878,673,925,1162,1685
LOC103503662,135,122,160,95,204,306,212,764
LOC103503663,1267,972,1406,919,1018,775,440,877
LOC103503664,124,99,123,56,40,63,7,75
LOC103503665,209,233,204,194,79,81,39,125
LOC103503666,1166,1320,1475,1570,980,697,290,581
LOC103503668,788,640,821,725,702,728,222,717
LOC103503669,914,886,962,1006,987,795,380,571
LOC103503670,2127,2848,3266,3252,3407,3759,2850,3473
LOC103503671,1173,1343,1444,1449,1517,1536,580,1843
LOC103503672,1890,1719,2189,1498,1467,1324,1132,1942
LOC103503674,2699,3309,4063,3116,1974,2415,2004,2486
LOC103503675,624,482,656,647,546,331,392,366
LOC103503676,2475,2237,2488,2295,2187,2462,1771,2704
LOC103503677,2759,2681,3364,3128,2788,2302,1303,1747
LOC103503678,453,355,444,284,360,432,849,1019
LOC103503680,651,581,638,551,392,361,180,385
LOC103503681,541,494,587,590,446,543,605,715
LOC107992232,79,45,41,104,63,30,8,18
LOC103503682,1173,1331,1560,872,655,730,1523,1803
LOC103503684,745,693,940,982,868,808,150,623
LOC127149017,10,19,37,31,28,11,0,2
LOC103503683,1446,1478,1651,1322,1313,1332,1475,2068
LOC103503685,1087,1109,1406,1253,1022,979,1232,1229
LOC103503686,1295,1260,1290,1502,1057,643,595,746
LOC103504010,1237,1421,1503,1352,1111,690,84,225
LOC103503688,493,422,395,346,413,442,664,701
LOC103503689,1329,1304,1501,1501,1767,1758,936,2226
LOC103504011,145,132,148,162,117,122,43,136
LOC103503691,9,18,23,20,16,24,17,25
LOC103503692,148,222,264,231,283,228,112,249
LOC103503697,491,454,641,651,832,1084,1178,1692
LOC103503696,13021,13823,16199,12043,12237,13034,10542,15715
LOC103503695,514,657,847,857,1056,1055,572,828
LOC127149018,1148,1016,1295,1078,1026,990,743,1134
LOC103503693,219,338,364,197,103,144,383,421
LOC103503698,1856,1264,1366,663,228,238,666,973
LOC103503699,41328,31243,35394,33577,33296,30948,27667,28085
LOC103503700,30,66,80,47,72,96,0,14
LOC103503701,4082,4518,5632,4890,3274,2434,649,1093
LOC103503702,473,467,723,532,559,612,715,790
LOC103503704,12264,10020,11409,14390,6447,5835,6681,4648
LOC103503705,1186,1037,1136,882,912,983,1270,1564
LOC103503706,126,186,223,165,259,274,173,224
LOC103503707,1092,970,1199,1146,1792,1755,1256,1955
LOC103503708,2014,1790,2005,2754,3614,3416,3485,6646
LOC103503709,117,124,224,148,156,150,292,694
LOC103503710,5332,4793,5664,4751,3512,3656,6979,6820
LOC103503711,750,892,1137,980,806,631,405,415
LOC103503713,4087,3442,3858,5272,5173,4522,2905,3874
LOC103503714,6268,5984,6698,5195,5513,5358,2895,6801
LOC103503715,7349,8822,10773,8817,10666,11167,7372,10103
LOC103503716,256,288,350,355,262,201,132,181
LOC103503717,14,16,3,31,25,0,12,0
LOC103503718,25,18,34,20,46,9,0,4
LOC103503719,182,152,211,214,259,144,52,150
LOC103503721,2380,2632,3188,2965,2384,2603,2618,3155
LOC127148815,0,0,0,0,0,0,0,0
LOC103503722,364,380,413,452,531,371,206,334
LOC103503723,1580,1406,1728,1650,1883,1228,317,755
LOC103503725,10,4,12,13,16,14,14,40
LOC103503724,1140,1291,1415,1273,1295,1031,383,855
LOC103503726,6685,6598,7648,6348,7083,6434,2547,4185
LOC103503727,1790,1675,2047,2249,2324,1740,660,1098
LOC103503728,237,233,263,337,411,469,527,914
LOC103503729,48,38,60,65,31,26,13,6
LOC103503730,375,282,421,291,306,299,378,581
LOC103503733,173,215,253,355,216,193,142,189
LOC103503732,311,322,433,388,366,297,218,444
LOC103503731,634,422,542,386,431,451,358,557
LOC103503734,4038,3393,4546,7615,4794,3813,2369,1996
LOC103503736,152,240,314,261,223,205,69,79
LOC103503735,28,31,21,14,13,29,19,22
LOC103503739,0,0,4,0,23,0,0,2
LOC127143809,520,726,761,717,740,569,340,516
LOC103503742,1224,1707,2053,2166,1923,1941,895,1222
LOC103503744,0,7,2,4,7,6,0,0
LOC103503745,227,226,244,253,338,240,100,192
LOC103503746,482,496,621,486,619,524,311,759
LOC103503747,618,568,668,588,792,450,190,237
LOC103503748,3372,3893,4787,3937,5450,5474,6305,7425
LOC103503750,390,498,503,429,285,257,202,285
LOC103503751,1876,1885,1923,1648,1549,1183,506,972
LOC103503752,6105,6091,7310,6137,6396,5791,3206,3631
LOC103503753,804,565,751,1141,966,694,266,424
LOC103503754,39,47,131,116,93,93,36,60
LOC103503755,387,465,546,592,390,412,114,212
LOC127149019,81,74,76,110,92,62,26,58
LOC103503757,594,691,839,673,839,575,330,647
LOC103504016,1786,1567,1697,1907,1888,1573,124,430
LOC103503758,104,95,71,126,194,86,21,67
LOC103504017,913,888,1029,1323,1129,909,215,570
LOC103503759,1442,1496,1804,1359,1257,1238,624,915
LOC103503760,91,119,134,84,47,60,16,22
LOC103503761,205,175,237,143,122,139,136,116
